RDSI ID,Road Type,Road Name,Road Width (m),Road Length (m),Road Median Available,Road Pedestrian Available,Road Street Light Available,Road under ground Available,Road Bus Shelter Available
1000100300004,ULB ROAD,PERIYAR NAGAR,3.32,20.41,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300005,ULB ROAD,PERIYAR NAGAR,2.92,13.10,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300006,ULB ROAD,PERIYAR NAGAR,3.37,21.37,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300007,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 3,2.92,19.93,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300008,STATE HIGHWAY,METTUPALAYAM ROAD,17.61,28.75,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300009,ULB ROAD,CHINNA SUBBANNAN STREET,4.94,81.31,Not Available,Not Available,Available,Not Available,Not Available
1000100300010,ULB ROAD,M A CHINNA SUPANNAN STREET,4.23,51.29,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300011,ULB ROAD,K S ARUNACHALAM STREET,4.90,25.76,Not Available,Not Available,Available,Available,Not Available
1000100300012,ULB ROAD,K S ARUNACHALAM STREET,2.92,14.83,Not Available,Not Available,Available,Available,Not Available
1000100300013,ULB ROAD,K S ARUNACHALAM STREET,4.90,43.46,Not Available,Not Available,Available,Available,Not Available
1000100300014,ULB ROAD,K S ARUNACHALAM STREET,5.57,49.91,Not Available,Not Available,Available,Available,Not Available
1000100300015,ULB ROAD,KARUNANITHI NAGAR,3.72,30.94,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300016,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 2,3.69,38.47,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300017,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 2,2.92,19.14,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300018,STATE HIGHWAY,METTUPALAYAM ROAD,2.92,7.08,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300019,ULB ROAD,N S R ROAD,9.52,51.72,Not Available,Not Available,Available,Not Available,Not Available
1000100300020,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 1,3.56,22.95,Not Available,Not Available,Available,Not Available,Not Available
1000100300021,ULB ROAD,K S ARUNACHALAM STREET,6.06,44.44,Not Available,Not Available,Available,Not Available,Not Available
1000100300022,ULB ROAD,P N EAST WEST 1,3.04,46.08,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300023,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 3,2.92,19.36,Not Available,Not Available,Available,Not Available,Not Available
1000100300024,ULB ROAD,P N EAST WEST 2,5.14,44.55,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300025,ULB ROAD,METTUPALAYAM ROAD,6.83,103.02,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300026,ULB ROAD,K S ARUNACHALAM STREET,4.79,45.70,Not Available,Not Available,Available,Not Available,Not Available
1000100300027,ULB ROAD,METTUPALAYAM ROAD,5.31,163.32,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300028,ULB ROAD,M A CHINNA SUPANNAN STREET,4.89,35.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300029,STATE HIGHWAY,METTUPALAYAM ROAD,2.92,12.00,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300030,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 3,3.26,40.80,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300031,ULB ROAD,KARUNANITHI NAGAR,3.81,32.17,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300032,ULB ROAD,PERIYAR NAGAR,2.92,13.86,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300033,ULB ROAD,PERIYAR NAGAR,2.61,22.32,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300034,ULB ROAD,PERIYAR NAGAR,2.92,19.00,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300035,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 1,4.19,23.63,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300036,ULB ROAD,PERIYAR NAGAR,4.24,28.59,Not Available,Not Available,Available,Not Available,Not Available
1000100300096,ULB ROAD,METTUPALAYAM ROAD,26.88,46.64,Not Available,Not Available,Available,Not Available,Not Available
1000100300095,ULB ROAD,K S ARUNACHALAM STREET,4.90,153.35,Not Available,Not Available,Available,Available,Not Available
1000100300094,STATE HIGHWAY,METTUPALAYAM ROAD,14.00,85.04,Available,Not Available,Available,Not Available,Not Available
1000100300093,ULB ROAD,KARUNANITHI NAGAR,4.46,144.02,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300092,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 3,2.74,82.20,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300091,ULB ROAD,CHAIRMANRAJU NAGAR,3.65,69.98,Not Available,Not Available,Available,Not Available,Not Available
1000100300090,ULB ROAD,KANNAPPAPURAM SOUTH MAIN ROAD,3.19,184.43,Not Available,Not Available,Available,Not Available,Not Available
1000100300089,ULB ROAD,P N EAST WEST 2,5.19,86.69,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300088,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 3,2.63,135.26,Not Available,Not Available,Available,Not Available,Not Available
1000100300087,ULB ROAD,KANNAPPAPURAM EAST MAIN ROAD,6.89,149.58,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300086,ULB ROAD,K S RAMASAMY STREET,5.05,140.41,Not Available,Not Available,Available,Not Available,Not Available
1000100300084,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 1,3.68,137.98,Not Available,Not Available,Available,Not Available,Not Available
1000100300082,ULB ROAD,K S RAMASAMY STREET,4.36,143.78,Not Available,Not Available,Available,Not Available,Not Available
1000100300081,ULB ROAD,CHAIRMANRAJU NAGAR,3.91,383.58,Not Available,Not Available,Available,Not Available,Not Available
1000100300080,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 2,3.43,20.11,Not Available,Not Available,Available,Not Available,Not Available
1000100300079,ULB ROAD,M A PALANISAMY STREET,4.05,408.03,Not Available,Not Available,Not Available,Available,Not Available
1000100300078,ULB ROAD,P N EAST WEST 1,6.61,41.88,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300076,ULB ROAD,METTUPALAYAM ROAD,7.60,56.75,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300075,STATE HIGHWAY,METTUPALAYAM ROAD,16.04,31.10,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300073,ULB ROAD,METTUPALAYAM ROAD,7.24,130.84,Not Available,Not Available,Available,Not Available,Not Available
1000100300072,ULB ROAD,HOSIMEINNA NAGAR,8.44,99.91,Not Available,Not Available,Available,Not Available,Not Available
1000110300139,STATE HIGHWAY,METTUPALAYAM ROAD,5.41,37.98,Available,Not Available,Available,Available,Not Available
1000100300071,ULB ROAD,KARUNANITHI NAGAR,4.38,204.86,Not Available,Not Available,Available,Not Available,Not Available
1000100300070,ULB ROAD,P N EAST WEST 1,5.97,102.47,Not Available,Not Available,Available,Not Available,Not Available
1000100300069,ULB ROAD,KARUNANITHI NAGAR,2.92,47.16,Not Available,Not Available,Available,Not Available,Not Available
1000100300068,ULB ROAD,KARUNANITHI NAGAR,4.46,340.26,Not Available,Not Available,Available,Not Available,Not Available
1000100300067,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 3,3.84,39.21,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300066,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 3,2.74,64.89,Not Available,Not Available,Available,Not Available,Not Available
1000100300065,ULB ROAD,CHAIRMANRAJU NAGAR,2.88,369.69,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300064,ULB ROAD,N S R ROAD,8.47,238.24,Not Available,Not Available,Available,Not Available,Not Available
1000100300063,ULB ROAD,N S R ROAD,9.76,7.30,Not Available,Not Available,Available,Not Available,Not Available
1000100300062,ULB ROAD,N S R ROAD,8.16,53.68,Not Available,Not Available,Available,Not Available,Not Available
1000100300061,ULB ROAD,PERIYAR NAGAR TENVADAL STREET 1,3.72,37.42,Not Available,Not Available,Available,Not Available,Not Available
1000100300060,ULB ROAD,KARUNANITHI NAGAR,4.46,43.11,Not Available,Not Available,Not Available,Not Available,Not Available
1000100300059,STATE HIGHWAY,METTUPALAYAM ROAD,16.04,147.69,Available,Not Available,Available,Not Available,Not Available
1000110300010,ULB ROAD,MANIAMVELLAPPAN STREET,2.86,24.10,Not Available,Not Available,Available,Not Available,Not Available
1000110300011,ULB ROAD,KAMARAJAR STREET,5.34,26.70,Not Available,Not Available,Not Available,Available,Not Available
1000110300013,ULB ROAD,MANIAMVELLAPPAN STREET,4.01,20.99,Not Available,Not Available,Not Available,Available,Not Available
1000110300014,ULB ROAD,MANIAMVELLAPPAN STREET,4.01,8.31,Not Available,Not Available,Not Available,Available,Not Available
1000110300015,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.64,44.58,Not Available,Not Available,Not Available,Available,Not Available
1000110300016,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.64,50.27,Not Available,Not Available,Available,Available,Not Available
1000110300017,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.58,31.02,Not Available,Not Available,Not Available,Available,Not Available
1000110300018,ULB ROAD,K A BALASUBRAMANIYAM ROAD 1ST CROSS,4.76,44.41,Not Available,Not Available,Not Available,Available,Not Available
1000110300019,ULB ROAD,K A BALASUBRAMANIYAM ROAD 2ND CROSS,4.54,74.60,Not Available,Not Available,Available,Available,Not Available
1000110300020,ULB ROAD,K A BALASUBRAMANIYAM ROAD 4TH CROSS,8.14,75.82,Not Available,Not Available,Available,Available,Not Available
1000110300021,ULB ROAD,K A BALASUBRAMANIYAM ROAD 6TH CROSS,7.10,65.05,Not Available,Not Available,Not Available,Available,Not Available
1000110300022,ULB ROAD,K A BALASUBRAMANIYAM ROAD 5TH CROSS,6.97,78.53,Not Available,Not Available,Available,Available,Not Available
1000130300003,ULB ROAD,NACHIMUTHU LAYOUT,7.69,2.34,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300004,ULB ROAD,RAMASAMY STREET,7.19,41.73,Not Available,Not Available,Available,Not Available,Not Available
1000130300005,ULB ROAD,R K NAIDU LAYOUT,4.93,24.55,Not Available,Not Available,Available,Not Available,Not Available
1000130300006,ULB ROAD,R K NAIDU LAYOUT,4.23,24.56,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300007,ULB ROAD,RAMALINGAM NAGAR 5,4.34,37.81,Not Available,Not Available,Available,Not Available,Not Available
1000130300008,ULB ROAD,RAMASAMY STREET,6.10,51.21,Not Available,Not Available,Not Available,Not Available,Not Available
1000110300023,ULB ROAD,KALIAMMAL STREET,4.85,76.96,Not Available,Not Available,Available,Available,Not Available
1000110300024,ULB ROAD,K A BALASUBRAMANIYAM ROAD 3RD CROSS,6.70,58.02,Not Available,Not Available,Available,Available,Not Available
1000110300025,ULB ROAD,NANJAMMAL STREET,6.13,50.10,Not Available,Not Available,Available,Available,Not Available
1000110300026,ULB ROAD,NANJAMMAL STREET,6.09,84.25,Not Available,Not Available,Available,Available,Not Available
1000110300027,ULB ROAD,AMMASSAI STREET,4.41,54.12,Not Available,Not Available,Available,Available,Not Available
1000110300028,ULB ROAD,AMMASSAI STREET,4.92,25.71,Not Available,Not Available,Available,Available,Not Available
1000110300029,ULB ROAD,KAMARAJAR STREET,5.91,57.47,Not Available,Not Available,Available,Available,Not Available
1000110300030,ULB ROAD,KAMARAJAR STREET,6.08,15.94,Not Available,Not Available,Available,Available,Not Available
1000110300031,ULB ROAD,KAMARAJAR STREET,4.66,41.72,Not Available,Not Available,Available,Available,Not Available
1000110300032,ULB ROAD,KAMARAJAR STREET,4.68,47.77,Not Available,Not Available,Not Available,Available,Not Available
1000110300033,ULB ROAD,AMMASSAI STREET,7.62,19.94,Not Available,Not Available,Not Available,Available,Not Available
1000110300034,ULB ROAD,PALANISAMY CONOR STREET 3,4.70,43.11,Not Available,Not Available,Not Available,Available,Not Available
1000110300035,ULB ROAD,PALANISAMY CONOR STREET 3,4.50,32.73,Not Available,Not Available,Available,Not Available,Not Available
1000110300036,ULB ROAD,MANIAMVELLAPPAN STREET,7.59,44.75,Not Available,Not Available,Available,Available,Not Available
1000110300037,ULB ROAD,MANIAMVELLAPPAN STREET,7.82,43.14,Not Available,Not Available,Not Available,Available,Not Available
1000110300038,ULB ROAD,MANIAMVELLAPPAN STREET,4.02,12.08,Not Available,Not Available,Available,Available,Not Available
1000110300040,ULB ROAD,AMMASSAI STREET,3.64,23.85,Not Available,Not Available,Available,Not Available,Not Available
1000110300041,ULB ROAD,KRISHNA STREET,3.95,79.55,Not Available,Not Available,Available,Available,Not Available
1000110300042,ULB ROAD,KRISHNA STREET,4.96,7.98,Not Available,Not Available,Not Available,Available,Not Available
1000110300043,ULB ROAD,KRISHNA STREET,4.91,67.40,Not Available,Not Available,Not Available,Available,Not Available
1000110300044,ULB ROAD,BATHRUSAMY STREET,4.78,77.22,Not Available,Not Available,Available,Available,Not Available
1000110300045,ULB ROAD,KOUNDAYAPPAN STREET,3.34,53.70,Not Available,Not Available,Not Available,Available,Not Available
1000110300046,ULB ROAD,KRISHNA STREET,5.39,51.41,Not Available,Not Available,Not Available,Available,Not Available
1000110300047,ULB ROAD,KAMARAJAR STREET CROSS 1,2.98,59.62,Not Available,Not Available,Not Available,Available,Not Available
1000110300049,ULB ROAD,KRISHNA STREET,3.90,48.41,Not Available,Not Available,Available,Available,Not Available
1000110300050,ULB ROAD,KRISHNA STREET,3.95,56.74,Not Available,Not Available,Available,Available,Not Available
1000110300051,ULB ROAD,KRISHNA STREET,3.95,12.63,Not Available,Not Available,Not Available,Available,Not Available
1000110300052,ULB ROAD,KAMARAJAR STREET CROSS 7,5.96,61.55,Not Available,Not Available,Available,Available,Not Available
1000110300053,ULB ROAD,KAMARAJAR STREET CROSS 2,5.06,61.48,Not Available,Not Available,Available,Available,Not Available
1000110300054,ULB ROAD,KAMARAJAR STREET CROSS 5,5.01,70.12,Not Available,Not Available,Available,Available,Not Available
1000110300055,ULB ROAD,KAMARAJAR STREET CROSS 4,4.25,69.28,Not Available,Not Available,Available,Available,Not Available
1000110300056,ULB ROAD,PALANISAMY CONOR STREET 3,4.90,42.80,Not Available,Not Available,Not Available,Available,Not Available
1000110300057,ULB ROAD,PALANISAMY CONOR STREET 2,5.51,107.19,Not Available,Not Available,Available,Available,Not Available
1000110300058,ULB ROAD,PALANISAMY CONOR STREET 3,4.75,105.41,Not Available,Not Available,Available,Not Available,Not Available
1000110300059,ULB ROAD,KRISHNA STREET,4.82,45.35,Not Available,Not Available,Available,Available,Not Available
1000110300060,ULB ROAD,MANIAMVELLAPPAN STREET,4.02,16.32,Not Available,Not Available,Available,Available,Not Available
1000110300134,ULB ROAD,N S R ROAD,8.62,52.36,Not Available,Not Available,Not Available,Available,Not Available
1000110300006,ULB ROAD,MANIAMVELLAPPAN STREET,6.49,57.22,Not Available,Not Available,Available,Available,Not Available
1000110300142,STATE HIGHWAY,METTUPALAYAM ROAD,13.85,2.87,Available,Not Available,Not Available,Available,Not Available
1000110300141,ULB ROAD,AMMASSAI STREET,6.31,75.92,Not Available,Not Available,Not Available,Available,Not Available
1000110300140,ULB ROAD,N S R ROAD,8.37,42.03,Not Available,Not Available,Available,Available,Not Available
1000110300138,ULB ROAD,METTUPALAYAM ROAD,5.41,203.98,Available,Not Available,Available,Available,Not Available
1000110300137,ULB ROAD,N S R ROAD,8.31,51.94,Not Available,Not Available,Not Available,Available,Not Available
1000110300136,ULB ROAD,N S R ROAD,8.28,85.27,Not Available,Not Available,Available,Available,Not Available
1000110300135,ULB ROAD,N S R ROAD,13.10,38.91,Not Available,Not Available,Available,Available,Not Available
1000110300133,ULB ROAD,MANIAMVELLAPPAN STREET,4.02,30.82,Not Available,Not Available,Available,Available,Not Available
1000110300132,ULB ROAD,MANIAMVELLAPPAN STREET,5.09,43.16,Not Available,Not Available,Available,Available,Not Available
1000110300131,ULB ROAD,MANIAMVELLAPPAN STREET,5.09,183.41,Not Available,Not Available,Available,Available,Not Available
1000110300130,ULB ROAD,MANIAMVELLAPPAN STREET,7.45,20.73,Not Available,Not Available,Available,Available,Not Available
1000110300129,ULB ROAD,KALLIAPPAN STREET,2.69,20.22,Not Available,Not Available,Available,Not Available,Not Available
1000110300128,ULB ROAD,MANIAMVELLAPPAN STREET,2.72,30.13,Not Available,Not Available,Available,Not Available,Not Available
1000110300127,ULB ROAD,MANIAMVELLAPPAN STREET,3.72,33.49,Not Available,Not Available,Available,Not Available,Not Available
1000110300126,ULB ROAD,AMMASSAI STREET,3.80,111.87,Not Available,Not Available,Available,Not Available,Not Available
1000110300125,ULB ROAD,PERIYASUPPANAN STREET,3.89,82.20,Not Available,Not Available,Available,Available,Not Available
1000110300124,ULB ROAD,PALANISAMY CONAR STREET,5.02,178.91,Not Available,Not Available,Available,Available,Not Available
1000110300123,ULB ROAD,MANIAMVELLAPPAN STREET,3.73,114.49,Not Available,Not Available,Available,Not Available,Not Available
1000110300122,ULB ROAD,KALLIAPPAN STREET,3.90,387.13,Not Available,Not Available,Available,Not Available,Not Available
1000110300121,ULB ROAD,AMMASSAI STREET,7.70,47.98,Not Available,Not Available,Available,Available,Not Available
1000110300120,ULB ROAD,MANIAMVELLAPPAN STREET,5.09,269.30,Not Available,Not Available,Available,Available,Not Available
1000130300009,ULB ROAD,R K NAIDU LAYOUT,6.49,24.37,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300010,ULB ROAD,AMMAN KOVIL STREET,10.28,34.05,Not Available,Not Available,Available,Not Available,Not Available
1000130300011,ULB ROAD,VINAYAGAR KOVIL STREET,1.57,20.04,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300012,ULB ROAD,VENKETASAMY NAIDU STREET,7.01,26.66,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300013,ULB ROAD,NETHAJI COLONY,6.33,5.23,Not Available,Not Available,Not Available,Not Available,Not Available
1000110300118,ULB ROAD,MANIAMVELLAPPAN STREET,6.13,42.72,Not Available,Not Available,Available,Not Available,Not Available
1000110300117,ULB ROAD,MANIAMVELLAPPAN STREET,4.80,64.53,Not Available,Not Available,Not Available,Not Available,Not Available
1000110300116,ULB ROAD,MANIAMVELLAPPAN STREET,7.18,39.18,Not Available,Not Available,Not Available,Available,Not Available
1000110300115,ULB ROAD,MANIAMVELLAPPAN STREET,7.78,29.63,Not Available,Not Available,Available,Available,Not Available
1000110300114,ULB ROAD,MANIAMVELLAPPAN STREET,4.02,25.43,Not Available,Not Available,Available,Available,Not Available
1000110300113,ULB ROAD,MANIAMVELLAPPAN STREET,8.36,40.91,Not Available,Not Available,Available,Available,Not Available
1000110300112,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.64,47.40,Not Available,Not Available,Not Available,Available,Not Available
1000110300111,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.64,53.33,Not Available,Not Available,Available,Available,Not Available
1000110300110,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.64,54.34,Not Available,Not Available,Available,Available,Not Available
1000110300109,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.64,52.74,Not Available,Not Available,Not Available,Available,Not Available
1000110300108,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.64,53.53,Not Available,Not Available,Available,Available,Not Available
1000110300107,ULB ROAD,AMMASSAI STREET,7.62,62.18,Not Available,Not Available,Available,Available,Not Available
1000110300106,ULB ROAD,AMMASSAI STREET,6.22,217.91,Not Available,Not Available,Available,Available,Not Available
1000110300105,ULB ROAD,NANJAMMAL STREET,6.06,114.38,Not Available,Not Available,Available,Available,Not Available
1000110300104,ULB ROAD,KALIAMMAL STREET,4.75,76.76,Not Available,Not Available,Available,Available,Not Available
1000110300103,ULB ROAD,PERIYASUPPANAN STREET,3.89,66.61,Not Available,Not Available,Available,Available,Not Available
1000110300102,ULB ROAD,K A BALASUBRAMANIYAM ROAD 7TH CROSS,5.52,42.85,Not Available,Not Available,Available,Available,Not Available
1000110300101,ULB ROAD,PERIYASUPPANAN STREET,5.91,411.79,Not Available,Not Available,Not Available,Available,Not Available
1000110300100,ULB ROAD,AMMASSAI STREET,5.27,211.62,Not Available,Not Available,Not Available,Available,Not Available
1000110300099,ULB ROAD,KAMARAJAR STREET,5.91,56.92,Not Available,Not Available,Available,Available,Not Available
1000110300098,ULB ROAD,KAMARAJAR STREET,6.08,57.99,Not Available,Not Available,Available,Available,Not Available
1000110300097,ULB ROAD,KAMARAJAR STREET,4.87,40.53,Not Available,Not Available,Not Available,Available,Not Available
1000110300096,ULB ROAD,KAMARAJAR STREET,4.65,39.03,Not Available,Not Available,Available,Available,Not Available
1000110300095,ULB ROAD,KAMARAJAR STREET,4.69,69.49,Not Available,Not Available,Available,Available,Not Available
1000110300094,ULB ROAD,KRISHNA STREET,4.96,73.76,Not Available,Not Available,Available,Available,Not Available
1000110300093,ULB ROAD,MANIAMVELLAPPAN STREET,6.72,42.11,Not Available,Not Available,Available,Available,Not Available
1000110300092,ULB ROAD,MANIAMVELLAPPAN STREET,7.27,31.07,Not Available,Not Available,Available,Available,Not Available
1000110300091,ULB ROAD,KAMARAJAR STREET,3.74,45.82,Not Available,Not Available,Not Available,Available,Not Available
1000110300090,ULB ROAD,KAMARAJAR STREET CROSS 1,6.76,69.56,Not Available,Not Available,Available,Available,Not Available
1000110300089,ULB ROAD,AMMASSAI STREET,3.64,77.50,Not Available,Not Available,Available,Available,Not Available
1000110300088,ULB ROAD,KOUNDAYAPPAN STREET,4.57,140.29,Not Available,Not Available,Available,Available,Not Available
1000110300087,ULB ROAD,KOUNDAYAPPAN STREET,4.57,252.35,Not Available,Not Available,Available,Available,Not Available
1000110300086,ULB ROAD,ALAKANNAN STREET,4.50,61.04,Not Available,Not Available,Available,Available,Not Available
1000110300085,ULB ROAD,AMMASSAI STREET,5.74,67.83,Not Available,Not Available,Available,Available,Not Available
1000110300084,ULB ROAD,ALAKANNAN STREET,3.62,253.15,Not Available,Not Available,Available,Not Available,Not Available
1000110300083,ULB ROAD,KRISHNA STREET,7.61,38.79,Not Available,Not Available,Available,Available,Not Available
1000110300082,ULB ROAD,BATHRUSAMY STREET,4.48,45.38,Not Available,Not Available,Not Available,Available,Not Available
1000110300081,ULB ROAD,ALAKANNAN STREET,3.75,264.72,Not Available,Not Available,Available,Not Available,Not Available
1000110300080,ULB ROAD,RAMASAMY STREET,2.25,94.68,Not Available,Not Available,Available,Not Available,Not Available
1000110300079,ULB ROAD,ALAKANNAN STREET,6.53,46.42,Not Available,Not Available,Available,Available,Not Available
1000110300078,ULB ROAD,KOUNDAYAPPAN STREET,4.57,114.17,Not Available,Not Available,Not Available,Available,Not Available
1000110300077,ULB ROAD,K A BALASUBRAMANIYAM ROAD,5.65,104.51,Not Available,Not Available,Available,Available,Not Available
1000110300076,ULB ROAD,KAMARAJAR STREET,5.31,27.06,Not Available,Not Available,Available,Available,Not Available
1000110300075,ULB ROAD,PALANISAMY CONAR STREET,3.89,70.57,Not Available,Not Available,Available,Not Available,Not Available
1000110300074,ULB ROAD,AMMASSAI STREET,4.11,67.92,Not Available,Not Available,Not Available,Not Available,Not Available
1000110300073,ULB ROAD,KAMARAJAR STREET,3.99,239.82,Not Available,Not Available,Available,Available,Not Available
1000110300072,ULB ROAD,KAMARAJAR STREET,5.64,60.12,Not Available,Not Available,Available,Available,Not Available
1000110300071,ULB ROAD,KAVERI STREET,6.76,44.64,Not Available,Not Available,Available,Available,Not Available
1000110300070,ULB ROAD,KAMARAJAR STREET CROSS 6,5.18,109.55,Not Available,Not Available,Available,Available,Not Available
1000110300069,ULB ROAD,KAMARAJAR STREET CROSS 5,3.65,62.28,Not Available,Not Available,Available,Available,Not Available
1000110300068,ULB ROAD,KAMARAJAR STREET,5.91,287.09,Not Available,Not Available,Available,Available,Not Available
1000110300067,ULB ROAD,MANIAMVELLAPPAN STREET,2.19,49.72,Not Available,Not Available,Not Available,Not Available,Not Available
1000110300066,ULB ROAD,MANIAMVELLAPPAN STREET,8.16,62.95,Not Available,Not Available,Not Available,Available,Not Available
1000110300065,ULB ROAD,MANIAMVELLAPPAN STREET,3.72,29.73,Not Available,Not Available,Not Available,Not Available,Not Available
1000110300064,ULB ROAD,MANIAMVELLAPPAN STREET,8.53,54.12,Not Available,Not Available,Not Available,Not Available,Not Available
1000110300063,ULB ROAD,MANIAMVELLAPPAN STREET,4.02,17.65,Not Available,Not Available,Available,Available,Not Available
1000110300062,ULB ROAD,MANIAMVELLAPPAN STREET,7.34,34.10,Not Available,Not Available,Available,Available,Not Available
1000110300061,ULB ROAD,MANIAMVELLAPPAN STREET,4.02,23.59,Not Available,Not Available,Available,Available,Not Available
1000110300048,ULB ROAD,KAVERI STREET,6.91,39.43,Not Available,Not Available,Available,Available,Not Available
1000110300039,ULB ROAD,KAMARAJAR STREET,5.64,42.74,Not Available,Not Available,Available,Available,Not Available
1000110300012,ULB ROAD,MANIAMVELLAPPAN STREET,7.82,45.04,Not Available,Not Available,Not Available,Available,Not Available
1000120300002,ULB ROAD,RAMALINGA NAGAR CROSS 4,6.74,50.00,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300014,ULB ROAD,VENKETASAMY NAIDU STREET,5.86,35.74,Not Available,Not Available,Not Available,Not Available,Not Available
1000110300119,ULB ROAD,MANIAMVELLAPPAN STREET,3.54,36.97,Not Available,Not Available,Available,Not Available,Not Available
1000120300003,ULB ROAD,RAMALINGA NAGAR CROSS 3,6.34,1.19,Not Available,Not Available,Available,Not Available,Not Available
1000120300004,ULB ROAD,RAMALINGA NAGAR CROSS 3,8.11,47.18,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300005,ULB ROAD,ANNA NAGAR,6.96,4.31,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300006,ULB ROAD,ANNA NAGAR,6.96,12.37,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300007,ULB ROAD,RAMALINGA NAGAR CROSS 2,6.72,46.07,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300008,ULB ROAD,KARRUPUSAMY MESTHIRI STREET,6.23,43.72,Not Available,Not Available,Available,Not Available,Not Available
1000120300282,ULB ROAD,CHINTHAMANI NAGAR 5,3.77,71.57,Not Available,Not Available,Available,Not Available,Not Available
1000120300281,ULB ROAD,GANAPATHY LAYOUT,4.40,76.72,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300280,ULB ROAD,GANAPATHY LAYOUT,5.92,57.57,Not Available,Not Available,Available,Not Available,Not Available
1000120300279,ULB ROAD,CHINTHAMANI NAGAR 3,7.05,90.45,Not Available,Not Available,Available,Not Available,Not Available
1000120300278,ULB ROAD,MAYAAKKAL STREET,7.20,30.02,Not Available,Not Available,Available,Not Available,Not Available
1000120300277,ULB ROAD,C S RATHINASABAPATHI STREET,8.26,45.38,Not Available,Not Available,Available,Not Available,Not Available
1000120300276,ULB ROAD,CHINNAPPAN STREET,6.56,27.77,Not Available,Not Available,Available,Not Available,Not Available
1000120300275,ULB ROAD,N R G STREET,6.29,57.20,Not Available,Not Available,Available,Not Available,Not Available
1000120300274,ULB ROAD,MUTHUSAMY STREET,2.20,40.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300273,ULB ROAD,VELLAPPAN STREET,2.98,70.69,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300272,ULB ROAD,ANNA NAGAR,6.01,113.36,Not Available,Not Available,Available,Not Available,Not Available
1000120300271,ULB ROAD,RAMALINGA NAGAR CROSS 3,7.69,127.77,Not Available,Not Available,Available,Not Available,Not Available
