RDSI ID,Road Type,Road Name,Road Width (m),Road Length (m),Road Median Available,Road Pedestrian Available,Road Street Light Available,Road under ground Available,Road Bus Shelter Available
1000610300338,ULB ROAD,SURYA GARDEN,6.76,38.47,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300339,ULB ROAD,NANDHA NAGAR,7.07,114.68,Not Available,Not Available,Available,Not Available,Not Available
1000610300340,ULB ROAD,NANDHA NAGAR,5.69,59.92,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300341,ULB ROAD,NANDHA NAGAR,4.97,74.38,Not Available,Not Available,Available,Not Available,Not Available
1000610300342,ULB ROAD,NANDHA NAGAR,6.78,2.31,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300343,ULB ROAD,NANDHA NAGAR,6.78,41.65,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300344,ULB ROAD,NANDHA NAGAR,8.37,17.62,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300345,ULB ROAD,KOTHARI NAGAR,8.58,162.97,Not Available,Not Available,Available,Not Available,Not Available
1000610300346,ULB ROAD,SIVA SRI GARDEN,4.78,115.82,Not Available,Not Available,Available,Not Available,Not Available
1000610300347,ULB ROAD,THIRUKUMARAN NAGAR,5.81,51.93,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300348,ULB ROAD,K P R LAYOUT 3,6.76,97.48,Not Available,Not Available,Available,Not Available,Not Available
1000610300349,ULB ROAD,K P R LAYOUT 3,10.46,53.85,Not Available,Not Available,Available,Not Available,Not Available
1000610300350,ULB ROAD,K P R LAYOUT 2,10.78,66.67,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300351,ULB ROAD,KOTHARI NAGAR,6.79,30.49,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300352,ULB ROAD,KOTHARI NAGAR,6.79,48.31,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300353,ULB ROAD,VIVEKANANDA NAGAR,8.84,44.90,Not Available,Not Available,Available,Not Available,Not Available
1000610300354,ULB ROAD,S.R.T. LAYOUT,4.08,67.35,Not Available,Not Available,Available,Not Available,Not Available
1000610300355,ULB ROAD,KOTHARI NAGAR,9.33,124.41,Not Available,Not Available,Available,Not Available,Not Available
1000610300356,ULB ROAD,VIVEKANANDA NAGAR,9.37,51.35,Not Available,Not Available,Available,Not Available,Not Available
1000610300357,ULB ROAD,VIVEKANANDA NAGAR,5.87,212.35,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300360,ULB ROAD,EXTENSION MAIN STREET 2,7.76,27.91,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300361,ULB ROAD,VIVEKANANDA NAGAR,7.31,64.34,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300362,ULB ROAD,KOTHARI NAGAR,5.99,44.52,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300363,ULB ROAD,S.R.T. LAYOUT,9.25,99.90,Not Available,Not Available,Available,Not Available,Not Available
1000610300364,ULB ROAD,K P R LAYOUT 2,8.72,107.45,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300365,ULB ROAD,THIRUKUMARAN NAGAR,6.64,73.08,Not Available,Not Available,Available,Not Available,Not Available
1000610300366,ULB ROAD,NANDHA NAGAR,11.69,10.49,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300367,ULB ROAD,MAHATMA GANDHI NAGAR,4.97,42.98,Not Available,Not Available,Available,Not Available,Not Available
1000610300368,ULB ROAD,NANDHA NAGAR,8.28,63.08,Not Available,Not Available,Available,Not Available,Not Available
1000610300369,ULB ROAD,NANDHA NAGAR,5.27,91.76,Not Available,Not Available,Available,Not Available,Not Available
1000610300370,ULB ROAD,SURYA GARDEN,7.37,75.11,Not Available,Not Available,Available,Not Available,Not Available
1000610300371,ULB ROAD,VIVEKANANDA NAGAR,9.73,65.58,Not Available,Not Available,Available,Not Available,Not Available
1000610300372,ULB ROAD,SIVA GARDEN,5.14,75.58,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300373,ULB ROAD,LAKSHMANAN NAGAR,5.39,86.90,Not Available,Not Available,Available,Not Available,Not Available
1000610300374,ULB ROAD,TEXTOOL LAYOUT,10.19,86.13,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300375,ULB ROAD,VIVEKANANDA NAGAR,4.29,64.77,Not Available,Not Available,Available,Not Available,Not Available
1000610300376,ULB ROAD,TEXTOOL LAYOUT,4.29,47.74,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300377,ULB ROAD,TEXTOOL LAYOUT,4.29,46.24,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300378,ULB ROAD,TEXTOOL LAYOUT,4.29,52.70,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300379,ULB ROAD,RAJAGANAPATHY NAGAR,4.29,200.09,Not Available,Not Available,Available,Not Available,Not Available
1000610300380,ULB ROAD,VIVEKANANDA NAGAR,10.02,89.00,Not Available,Not Available,Available,Not Available,Not Available
1000610300381,ULB ROAD,PADMA KEERAN ENCLAVE,5.52,203.75,Not Available,Not Available,Available,Not Available,Not Available
1000610300382,ULB ROAD,VIVEKANANDA NAGAR,8.81,61.15,Not Available,Not Available,Available,Not Available,Not Available
1000610300383,ULB ROAD,MAHATMA GANDHI NAGAR,5.97,31.77,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300384,ULB ROAD,NAGAIAN THOTTAM STREET,3.59,157.13,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300385,ULB ROAD,NAGAIAN THOTTAM STREET,1.72,56.53,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300386,ULB ROAD,VIVEKANANDA NAGAR,6.00,109.26,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300387,ULB ROAD,NAGAIAN THOTTAM STREET,5.76,58.21,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300388,ULB ROAD,KASTHURI NAGAR,8.77,52.43,Not Available,Not Available,Available,Not Available,Not Available
1000610300389,ULB ROAD,R.V.LAYOUT,7.88,138.58,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300390,ULB ROAD,PARSAN FARM,6.78,159.26,Not Available,Not Available,Available,Not Available,Not Available
1000610300391,ULB ROAD,E S I QUARTERS,6.99,182.36,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300392,STATE HIGHWAY,TRICHY ROAD,24.14,703.27,Available,Not Available,Available,Not Available,Not Available
1000610300393,ULB ROAD,S.R.T. LAYOUT,5.20,49.64,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300394,ULB ROAD,NANDHA NAGAR,8.74,48.94,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300395,ULB ROAD,RAJAGANAPATHY NAGAR,6.37,111.99,Not Available,Not Available,Available,Not Available,Not Available
1000610300396,STATE HIGHWAY,TRICHY ROAD,29.02,75.27,Available,Not Available,Available,Not Available,Not Available
1000610300397,ULB ROAD,NANDHA NAGAR,10.10,106.43,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300398,ULB ROAD,NANDHA NAGAR,6.74,49.37,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300399,ULB ROAD,SARATHI NAGAR,3.85,39.85,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300400,ULB ROAD,SARATHI NAGAR 1,8.06,111.56,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300401,ULB ROAD,VIVEKANANDA NAGAR,6.62,49.47,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300402,ULB ROAD,SIVA SRI GARDEN,6.41,65.67,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300403,ULB ROAD,K P R LAYOUT,5.61,46.89,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300404,ULB ROAD,NANDHA NAGAR,5.20,173.89,Not Available,Not Available,Available,Not Available,Not Available
1000610300405,ULB ROAD,NANDHA NAGAR,6.30,95.29,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300406,ULB ROAD,RAJAGANAPATHY NAGAR,10.01,45.87,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300407,ULB ROAD,KOTHARI NAGAR,8.14,57.99,Not Available,Not Available,Available,Not Available,Not Available
1000610300408,ULB ROAD,THAYA GARDEN,6.52,42.45,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300409,ULB ROAD,KOTHARI NAGAR,7.16,58.44,Not Available,Not Available,Available,Not Available,Not Available
1000610300410,ULB ROAD,TEXTOOL LAYOUT,5.77,45.17,Not Available,Not Available,Available,Not Available,Not Available
1000610300411,ULB ROAD,NANDHA NAGAR,10.42,50.34,Not Available,Not Available,Available,Not Available,Not Available
1000610300412,ULB ROAD,TEXTOOL LAYOUT,8.32,47.07,Not Available,Not Available,Available,Not Available,Not Available
1000610300413,ULB ROAD,K P R LAYOUT 4,8.94,82.23,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300414,ULB ROAD,S.R.T. LAYOUT,5.63,63.43,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300415,ULB ROAD,S.R.T. LAYOUT,5.21,48.04,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300416,ULB ROAD,NANDHA NAGAR,7.07,113.46,Not Available,Not Available,Available,Not Available,Not Available
1000610300417,ULB ROAD,KOTHARI NAGAR,4.48,44.10,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300418,ULB ROAD,BALAJI NAGAR,3.57,70.22,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300419,ULB ROAD,SURYA GARDEN,4.66,54.10,Not Available,Not Available,Available,Not Available,Not Available
1000610300420,ULB ROAD,MAHATMA GANDHI NAGAR,6.03,135.21,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300421,ULB ROAD,MAHATMA GANDHI NAGAR,8.58,65.39,Not Available,Not Available,Available,Not Available,Not Available
1000610300422,ULB ROAD,THAYA GARDEN,4.45,40.06,Not Available,Not Available,Available,Not Available,Not Available
1000610300423,ULB ROAD,K P R LAYOUT 1,6.20,98.60,Not Available,Not Available,Available,Not Available,Not Available
1000610300424,ULB ROAD,EXTENSION STREET,4.03,106.92,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300425,ULB ROAD,EXTENSION MAIN STREET 2,4.40,114.63,Not Available,Not Available,Available,Not Available,Not Available
1000610300426,ULB ROAD,EXTENSION MAIN STREET 1,2.79,78.63,Not Available,Not Available,Available,Not Available,Not Available
1000610300428,ULB ROAD,ASTHANTHARA EAST STREET,16.11,64.05,Not Available,Not Available,Available,Not Available,Not Available
1000610300429,ULB ROAD,ASTHANTHARA EAST STREET,3.55,43.98,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300430,ULB ROAD,S.R.T. LAYOUT,8.47,89.84,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300431,ULB ROAD,ASTHANTHARA STREET,4.14,107.90,Not Available,Not Available,Available,Not Available,Not Available
1000610300432,ULB ROAD,K P R LAYOUT 1,5.03,80.53,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300433,ULB ROAD,K P R LAYOUT 1,5.43,87.33,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300434,ULB ROAD,N R R LAYOUT,9.79,75.61,Not Available,Not Available,Available,Not Available,Not Available
1000610300435,ULB ROAD,VEERABOYAN STREET,2.32,77.91,Not Available,Not Available,Available,Not Available,Not Available
1000610300436,ULB ROAD,ASTHANTHARA EAST STREET,4.46,53.74,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300437,ULB ROAD,ASTHANTHARA EAST STREET,3.48,32.40,Not Available,Not Available,Available,Not Available,Not Available
1000610300438,ULB ROAD,ASTHANTHARA EAST STREET,4.99,39.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300439,STATE HIGHWAY,TRICHY ROAD,29.02,120.56,Available,Not Available,Available,Not Available,Not Available
1000610300465,ULB ROAD,N R R LAYOUT,8.98,163.69,Not Available,Not Available,Available,Not Available,Not Available
1000610300528,ULB ROAD,GANDHI NAGAR,6.00,65.01,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300568,ULB ROAD,GANDHI NAGAR,7.59,36.07,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300569,ULB ROAD,BHARATHI NAGAR,7.06,113.62,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300579,ULB ROAD,GANDHI NAGAR,6.61,29.97,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300625,ULB ROAD,SASTHIRI NAGAR,8.35,32.37,Not Available,Not Available,Available,Not Available,Not Available
1000610300639,STATE HIGHWAY,TRICHY ROAD,28.43,30.69,Available,Not Available,Not Available,Not Available,Not Available
1000610300006,ULB ROAD,VELLALORE ROAD,5.78,89.78,Not Available,Not Available,Available,Not Available,Not Available
1000610300638,ULB ROAD,SINDHU NAGAR,5.50,37.78,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300637,STATE HIGHWAY,TRICHY ROAD,26.08,21.12,Available,Not Available,Not Available,Not Available,Not Available
1000610300636,ULB ROAD,R.K.NAGAR,6.60,112.94,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300635,ULB ROAD,SINDHU NAGAR,5.40,15.08,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300634,ULB ROAD,NOYYAL NAGAR,5.43,29.61,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300633,ULB ROAD,GANDHI NAGAR,6.58,18.51,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300632,ULB ROAD,GANDHI NAGAR,6.58,59.12,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300631,ULB ROAD,CHERAN NAGAR,7.52,36.36,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300630,ULB ROAD,CHERAN NAGAR,6.65,1.27,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300629,ULB ROAD,KUMARAN NAGAR,8.60,27.76,Not Available,Not Available,Available,Not Available,Not Available
1000610300628,ULB ROAD,CHERAN NAGAR,5.96,11.84,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300627,ULB ROAD,KUMARAN NAGAR,6.25,35.13,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300626,ULB ROAD,SASTHIRI NAGAR,7.45,9.14,Not Available,Not Available,Available,Not Available,Not Available
1000610300624,ULB ROAD,SINGAI NAGAR,9.17,47.66,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300623,ULB ROAD,SINGAI NAGAR,6.58,16.38,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300622,ULB ROAD,GANDHI NAGAR,4.44,65.95,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300621,ULB ROAD,NESAVALAR STREET,3.92,24.04,Not Available,Not Available,Available,Not Available,Not Available
1000610300620,ULB ROAD,GANDHI NAGAR,4.82,31.78,Not Available,Not Available,Available,Not Available,Not Available
1000610300619,ULB ROAD,KAMBAN NAGAR,6.68,43.53,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300618,ULB ROAD,KAMBAN NAGAR,6.28,153.89,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300617,ULB ROAD,THIRUVALLUVAR NAGAR,4.85,21.80,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300616,ULB ROAD,THIRUVALLUVAR NAGAR,5.73,28.89,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300615,ULB ROAD,M G R NAGAR,7.86,21.47,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300614,ULB ROAD,M G R NAGAR,8.50,26.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300613,ULB ROAD,KAMBAN NAGAR,6.36,149.45,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300612,ULB ROAD,THIRUVALLUVAR NAGAR,7.26,20.61,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300611,ULB ROAD,THIRUVALLUVAR NAGAR,7.24,20.80,Not Available,Not Available,Available,Not Available,Not Available
1000610300610,ULB ROAD,THIRUVALLUVAR NAGAR,6.21,21.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300609,ULB ROAD,KAMBAN NAGAR,7.10,38.77,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300608,ULB ROAD,KAMBAN NAGAR,7.10,47.82,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300607,ULB ROAD,KAMBAN NAGAR,7.72,6.13,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300606,ULB ROAD,KAMBAN NAGAR,7.21,46.08,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300605,ULB ROAD,SINDHU NAGAR,7.02,3.50,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300604,ULB ROAD,M G R NAGAR,7.02,24.34,Not Available,Not Available,Not Available,Not Available,Not Available
